nconst,primaryName,birthYear
nm4815192,Mustafa Agcahan,
nm4815504,Anna Henriksson,
nm4815599,Justin Gray,
nm4815679,Patrik Berg-Almkvisth,
nm4815964,Anoop Rangi,
nm4816106,Hicham Kadiri,1995
nm4816131,Rong Sun,
nm4816209,Itamar Zechoval,
nm4816311,Di Cui,
nm4816401,Adil El Arbi,1988
nm4816509,Naoki Tsuji,1935
nm4816536,Elisabeth Puglia,1992
nm4816545,Hannah Boudreau,
nm4816648,Makarand Brahme,
nm4816688,Jessica Blomkvist,
nm4816878,Misumi Kubo,
nm4816968,Yeong-ho Kim,
nm4817349,Jean-Thierry d'Almeida,
nm4817543,Maël Piriou,
nm4817667,Tom Shepherd,
nm4817797,Jurgita Jurkute,1985
nm4818220,Yukiko Shinohara,1981
nm4818324,N. Subash Chandrabose,
nm4818364,Brindha Sarathy,
nm4818458,Chetan Kumar,
nm4818487,Timocin Ziegler,
nm4818530,Ludovic Lefebvre,
nm4818655,Mizuki Yamamoto,1991
nm4818678,Masahiro Higashide,1988
nm4818694,Ryo Asai,
nm4819058,Jean-Baptiste Ducros,
nm4819100,Takahiro Ochi,
nm4819104,Hidehiko Emi,
nm4819116,Shôgo Fukushima,
nm4819121,Juri Mimura,
nm4819130,Hidenori Nakamatsu,
nm4819186,Tinu Suresh Desai,1974
nm4819261,Francesco Bruni,
nm4819263,Cell Murugan,
nm4819278,Shigenori Miki,
nm4819289,Azusa Yamazaki,
nm4819541,Ayaka Tomoda,1988
nm4819628,Viktoriya Nesterenko,
nm4819680,Dean Mayer,
nm4820111,Michael L. Parker,
nm4820137,Hina Zaidi,
nm4820190,Yara Pilartz,
nm4820313,Hakim Laata,
nm4820323,Dinesh Tamhane,
nm4820548,Murugadass,
nm4820555,Himanshu Mishro Mondal,
nm4820882,Leon Ullrich,1983
nm4820944,Krishnamoorthy,1964
nm4820952,Romain Quirot,
nm4821009,Ilir Prapashtica,
nm4821030,Tomasz Wlosok,1990
nm4821106,Rajiv Idnani,
nm4821424,Andrea Pani Laura,
nm4821480,Ramzi Maqdisi,
nm4821552,Liz Cuppie,
nm4821707,Sara Bisart,
nm4821851,Sharon S. Park,
nm4822142,Tamara Aleksic,1992
nm4822189,Chang-Kyu Choi,
nm4822259,Kyôko Okazaki,
nm4822665,Joseph Amiel,
nm4822750,Ruslan Sorokin,
nm4823002,Tianyuan Huang,
nm4823078,Anton Anosov,
nm4823096,Aleksandr Domogarov,1989
nm4823129,Ryan Oliva,
nm4823154,Bernardita Baeza,
nm4823237,Caro Angus,
nm4823334,Tala Gouveia,
nm4823556,Heyjin Jun,
nm4823752,Romina Tamburello,
nm4823923,Guilherme Gobbi,
nm4823926,Haarsh Nagar,
nm4824241,Mizzi Meyer,1965
nm4824269,Insu Lee,
nm4824612,Kaori Torii,
nm4824744,Arunabha Dutta,
nm4824810,David Atkins,
nm4824871,Fauzia Arshi,
nm4825086,Ekrem Çatay,
nm4825105,Chirag Dhariwal,
nm4825135,Sam Parker,
nm4825212,Prashanta Samanta,
nm4825281,Thiago Pethit,1982
nm4825386,Kazutaka Abe,
nm4825435,Marco Careri,
nm4825499,Ben Violet,
nm4825590,Makenzie Moss,2006
nm4825621,Alex Weisman,1987
nm4825724,Tarit Chowdhury,
nm4825744,Nagham Abboud,
nm4825747,Elie Njeim,1987
nm4825949,Truong Trung Dao,
nm4826235,Mandy May Cheetham,
nm4826284,Mridul Baidya,
nm4826314,W. Kamau Bell,1973
nm4826438,Brenden Bytheway,
nm4826450,Takahiro Ôkura,
nm4826513,Yves Ory,
nm4826531,Amélie Prevot,
nm4826585,Adrian Sack,
nm4826698,Johanne Louise Schmidt,1983
nm4826842,Julien Pestel,
nm4827100,Samia Dauenhauer,
nm4827398,Takuya Tsunoki,
nm4827455,Mario Escalante,
nm4827512,Anany Tripathi,
nm4827613,Atsuo Ishino,
nm4827781,Anna Palenchuk,
nm4828231,Julia Heydkamp,1993
nm4828248,Basilio Alvarez,
nm4828267,Amit Gangopadhyay,
nm4828287,Mohammad Suleiman,
nm4828613,T.P. Gajendran,
nm4828627,Sanna Sundqvist,
nm4828642,Kelsey Middleton,
nm4828747,Drasko Adzic,
nm4828748,Yûki Hirako,
nm4828857,Blake Toerien,
nm4828929,Mark Gallagher,
nm4829003,Frederik Winther Rasmussen,1998
nm4829105,Dagmar Kusche,
nm4829272,Pagel Kruger,
nm4829346,Kenta Sakai,
nm4829349,Cor Nortjé,
nm4829358,Frank Dankert,
nm4829402,William Abdul,
nm4829438,Jimena García Molt,
nm4829793,Domonic Smith,
nm4829902,Jesús Arias,
nm4829948,Didem Özkavukçu,
nm4830041,Osman Karakoç,1983
nm4830076,James Clouse,
nm4830242,Edgar Marie,
nm4830321,Aga Woszczynska,1984
nm4830324,Lallo Circosta,1968
nm4830845,Lee Dong-Ha,
nm4831604,Amzath Khan,
nm4831632,Galina Koltunova,
nm4831749,Bennet Meyer,2003
nm4831793,Frederick Ming Zhong Lee,1976
nm4832011,Rodrigo Montenegro,
nm4832042,Koko Stambuk,
nm4832074,Egle Vertelyte,
nm4832082,Danilo Caposeno,
nm4832454,Anne-Sophie Delseries,
nm4832602,Jeana Ho,1989
nm4832638,R.M. Swamy,
nm4832847,Kirill Krasovski,
nm4832997,Sarah Brannens,
nm4833145,Kylie Stephenson,
nm4833557,Raghukumar Murali,
nm4833813,Eduardo Sainz de Vicuña,
nm4833823,Monique Hafen Adams,
nm4834328,Javiera y Los Imposibles,
nm4834420,Rosanna Cecchini,
nm4834624,Francesca Sambataro,
nm4834796,Paul Brannigan,1986
nm4834909,Gaelle Vergara,
nm4835114,Nobuhiro Kikuchi,
nm4835173,David Gironda Jr.,
nm4835473,Lynn Femme,
nm4835795,Prabir Kumar Rakshit,
nm4835826,Mariko Noguchi,
nm4835867,Honor Kneafsey,2004
nm4835887,Aacharee Ungsriwong,
nm4835890,Kôji Hasegawa,
nm4836081,Javier De Nevares,
nm4836118,Tsubasa Honda,1992
nm4836136,Sumit Suebsee,
nm4836239,Arvind Singh,
nm4836245,Stella Pecollo,1985
nm4836280,Nontawat Numbenchapol,
nm4836350,Samud Kugasang,
nm4836427,Wallapa Mongkolprasert,
nm4836482,Terumichi Yamazaki,
nm4836510,Eve Robin,
nm4836547,Phra Sripariyattiweti,
nm4836670,Sorayos Prapapan,
nm4836799,Chris M. Bonifay,
nm4837168,Mihaela Radescu,
nm4837333,Iñigo Gastesi,1988
nm4837554,Xingchen Lü,1991
nm4837750,Litzi Vezsi,
nm4838424,Catalin Lungu,
nm4838493,Armen Greyg,
nm4838720,Kwon-Woo Nam,
nm4838870,Aditi Keskar,
nm4838957,Onkar Khot,
nm4839286,Camille Moulonguet,
nm4839463,Eric Abad Gallego,
nm4839531,Max Nicolas,
nm4839807,Cristian Mojica,
nm4839826,Leonardo Feliciano,
nm4839860,Yûwa Sô,
nm4840074,Vanessa Prager,
nm4840194,Jean-Pascal Zadi,
nm4840348,Shabbir Mahmood,1989
nm4840377,Robert Brettenaugh,
nm4840433,Brett Michael Innes,
nm4840687,Pavlos Iordanopoulos,1989
nm4840961,Otar Saralidze,
nm4840971,Sanya Borisova,1983
nm4840978,Calixte Broisin-Doutaz,2003
nm4841107,Hazuki Kimura,2000
nm4841233,Seema,
nm4841399,Sérgio Coragem,
nm4841510,Wasif Arshad,
nm4841527,Hector De La Hoya Benshorts,
nm4841567,Masahiro Kotaki,
nm4841756,Mustafa Atilla Kunt,
nm4841803,Raif Hikmet Cam,
nm4841856,Marc Verdaguer,
nm4841903,Gonçalo Ferreira,
nm4842108,Bartlomiej Kotschedoff,1987
nm4842197,Hayley Squires,1988
nm4842424,Gaur Karmakar,
nm4842502,Vicky von Minckwitz,
nm4842779,Kwon Bum-taek,
nm4843138,Marwa Gabriel,
nm4843252,Arief Ash Shiddiq,
nm4843279,Endy Arfian,
nm4843304,Khiva Iskak,
nm4843454,Ae-Kyeong Yoo,
nm4843603,Patrice Tepasso,
nm4843815,Katsuhiro Suzuki,
nm4844181,Anna Drubich,1984
nm4844596,Sergio Jiménez Lacima,
nm4844938,Nils Westblom,
nm4845366,Tanya Christiansen,
nm4845400,Sonny Chatwiriyachai,
nm4845510,Alex Casas,
nm4845540,Max Tat-Lun Cheung,1978
nm4845909,Luis Alberti,1981
nm4845919,Hilda Cronje,
nm4845927,Antonio Fortier,
nm4846029,Nazareno Móttola,
nm4846407,Pacharaporn Hitanant,
nm4846476,Chartchai Ketnust,
nm4846512,June Rachelson Ospa,
nm4846516,Hamid Reza Ashtianpou,
nm4846569,Nuttapuch Lorteerapun,
nm4846575,Jacques Quintard,
nm4847152,Jamald Gardner,
nm4847169,Kiminori Komatsu,1970
nm4847346,Josh Tackett,
nm4847354,Alina Robert,
nm4847355,Nicole Sterling,
nm4847419,Cha Hyeon-woo,1980
nm4847809,Eva Cabezas,
nm4847918,Tsutomu Kondô,
nm4847927,Carmina Barrios,1953
nm4847945,Motomichi Araki,
nm4848162,Christopher Boyce,
nm4848309,Solène Hébert,
nm4848419,Eric Bentz,
nm4848524,Cole Hartley,
nm4848615,Ayaka Sekiguchi,
nm4848863,Frédéric Puech,
nm4848909,Rosa Maria Velasco,1975
nm4848949,Yongyi Li,
nm4848962,Ariadna Ribas,
nm4850413,Reecha Sharma,
nm4850664,Sofía Siveroni,
nm4850737,Nieves Soria,
nm4850967,Hidetaka Ikuta,
nm4851077,Albert Rudbeck Lindhardt,2001
nm4851380,Kenneth Tupper,
nm4851381,Aline Portugal,
nm4851479,Akira Miyagawa,1961
nm4851486,Sten-Johan Lill,1989
nm4851543,Arun Kumar,
nm4851545,Julia De Simone,
nm4851938,Jun'ichi Yamakawa,
nm4852023,Igor Savychenko,1974
nm4852146,Amira Buzaglo,1981
nm4852228,Vangelis Kommatas,1932
nm4852319,Mandar Cholkar,
nm4852341,Jón Atli Jónasson,
nm4852377,Aridh Tritama,
nm4852399,Prakash Kunte,
nm4852549,Hannah Al Rashid,1986
nm4852615,Antonio Folletto,1988
nm4852679,Bhushan Pradhan,
nm4852685,Anna Gunndís Guðmundsdóttir,
nm4852786,Kharálampos Goyós,
nm4852825,Shang-Ho Huang,1983
nm4852840,Izzi Isman,
nm4852844,Katarina Pesic,
nm4852908,Kshitij Patwardhan,1985
nm4852914,Siddharth Chandekar,1991
nm4852977,Hemant Dhome,1986
nm4853057,Konstadinos Voudouris,
nm4853066,Josh O'Connor,1990
nm4853105,Soumil Shringarpure,
nm4853227,Roberto Proia,
nm4853329,Nedria Dmytro,
nm4853354,Aditya Sarpotdar,
nm4853423,Chung Chan,
nm4853503,Jose Gamo,
nm4853510,Ajay Naik,
nm4853668,Yvi Dachary-Le Béon,
nm4853738,Mitsu Dan,1980
nm4853750,Calypso Buijtenhuijs,
nm4854124,Toma Robinot,
nm4854620,Hanna-Maria Grønneberg,
nm4854852,Paul-Antoine Chenoz,
nm4854875,Anne-Gaëlle Jourdain,
nm4855113,Adam Cobb,
nm4855119,Hwang Chan-sung,1990
nm4855328,Jonathon Deering,
nm4855353,Jeffrey Fayman,
nm4855517,Simu Liu,1989
nm4855624,Rutger Reinders,
nm4855632,Phil Lewis,
nm4855857,Patricia Kalis,
nm4855868,Kendall Vertes,2002
nm4856261,So-hyeon Han,
nm4856268,Eliza Jones,
nm4856278,Jin-seung Jang,
nm4856318,Sung-min Kwon,
nm4856328,Olivier Krasker-Rosen,
nm4856339,Jacques Grimault,
nm4856414,Satyan,
nm4856668,Nav Bajwa,
nm4856709,Fairul Nizam Ablah,
nm4856812,Lineke van den Boezem,
nm4856851,Laura Herrero Garvín,
nm4856852,Maruska Ferretti,
nm4856853,Monika Revilla,
nm4856870,Mazhar Abol Naga,1941
nm4857103,Seo Young,1984
nm4857152,Marta Savina,
nm4857275,Leena Jumani,1990
nm4857355,Sampurna Lahiri,1991
nm4857370,Pratim D. Gupta,1981
nm4857474,Dania Reymond,
nm4857619,Shukri Yahaya,
nm4857652,Tarek Elebiary,1990
nm4857660,Léa Todorov,1982
nm4857664,Mohammad Reza Jahanpanah,
nm4857712,Anouar Ennali,
nm4857714,Olga Shulgina,
nm4857730,Noah Tonga,
nm4857782,Narinder Jattu,
nm4857862,Jessica Cavanagh,1975
nm4857901,Alan MacFarlane,
nm4858045,Jha Bhalchandra,
nm4858069,Dinesh Kamble,
nm4858086,Pravin Nair,
nm4858092,Sanket Farad,
nm4858103,Jotish Shankar,
nm4858115,Saanand Verma,1982
nm4858166,Ruben Steingrüber,1986
nm4858273,Rsn,1984
nm4858385,Tea Sandanger,
nm4858403,Nobunaga Shimazaki,
nm4858445,Sunita Sen Gupta,
nm4858446,Tyler W. Konney,
nm4858526,Andrés Jesús Parra García,
nm4858550,Sophie Verbeeck,
nm4858677,Ai Matsuki,
nm4858684,Line Billa Ljøstad,
nm4858699,Spencer Berman,
nm4858742,Ankita Shrivastav,
nm4858824,Jacques Bessenger,
nm4858868,Lianne Marie Dobbs,
nm4858882,Daniele Di Gennaro,
nm4858885,Ananya Vij,
nm4858892,Seiichi Kawashima,
nm4858900,Navin Nooli,
nm4858980,Bunty Grewal,
nm4859121,Victor Lefebvre,2003
nm4859138,Clara Christiansson Drake,
nm4859184,Leonid Korin,1975
nm4859222,Ryûtarô Kawakami,
nm4859250,Nathalie Japiot,
nm4859524,Johannes Winther Farstad,
nm4859655,Bun-hay Mean,1981
nm4859949,Gonzalo Herrero,
nm4860037,Sumire Uesaka,1991
nm4860088,Denisa Nicolae,
nm4860295,Meirayni Fauziah,
nm4860360,Nazri Vovinski,
nm4860365,Cristóbal León,
nm4860458,Richard Sahagún,
nm4860666,Joaquín Cociña,1980
nm4860858,Haruhiko Sugawara,
nm4860865,Oscar Montoya,
nm4860899,Maria Jose Cordova,
nm4861046,Aadukalam Naren,1970
nm4861371,Amy Ellen Richardson,
nm4861475,Hiroki Ueda,
nm4861800,Carlos Serrano,1989
nm4861813,Jonathan Rigg,
nm4861847,Carlos Alonso Ojea,
nm4861913,Marc Antolin,
nm4861917,Amy Griffiths,
nm4861963,Keisuke Tsuchihashi,
nm4862049,Takeshi Nakazawa,
nm4862068,Alice Fearn,
nm4862136,Ringo Rösener,
nm4862337,Erdem Tarabus,
nm4862350,Lior David Cohen,
nm4862351,Cavit Ergun,1975
nm4862358,Can Gox,
nm4862491,Marc Assiniwi,
nm4862535,Daniel Anguiano,
nm4862903,Eddy Ou,1979
nm4863002,Teïlo Azaïs,
nm4863019,Tomoaki Sandan,
nm4863336,Jinyuan Yang,
nm4863370,Edward Chi-yun Yi,
nm4863620,Lévanah Solomon,
nm4863798,Chun-Yang Lin,
nm4863802,Yukiyo Kajiwara,
nm4863848,Tomoyuki Shiokawa,
nm4863924,Meenal,
nm4864578,Andrei Abramov,
nm4864642,Hijiri Anze,
nm4864795,Bodil Steensen-Leth,1945
nm4864823,Renato Siqueira,
nm4864886,Monio Monev,
nm4864917,Armeena Rana Khan,
nm4865086,David Behrens,
nm4865119,Michael Sherman,
nm4865168,Yuan Zhou,
nm4865221,Yukihiro Haruzono,
nm4865405,Jay Bell,
nm4865494,Cyril Ramos,
nm4865495,Ephraim Gordon,
nm4865697,Romain Rioult,
nm4865816,Bhaskar Sakthi,
nm4865832,Tom Ly,
nm4865982,Bikram Bhattacharya,
nm4865998,Nirmalya Acharya,
nm4866011,Aiko Climaco,
nm4866109,Yûsuke Ishida,1977
nm4866173,Jessica Barahona,
nm4866235,Subal Dutta,
nm4866313,Coffey,
nm4866338,Alexis Segura,
nm4866339,Adrian Derrick-Palmer,
nm4866496,Sachin Kakkad,
nm4866581,Franko Jakovcevic,
nm4866603,Hem Parikh,
nm4867231,Lukas Bulteel,
nm4867252,Lilly Liefers,2002
nm4867359,Ezzat Badran,
nm4867504,João Barreto,
nm4867555,Mats Levén,1964
nm4867641,Bernard Falaise,
nm4868022,Dimitri Tikovoi,
nm4868220,Mats Helgesson,
nm4868246,Aditya Bedekar,1987
nm4868355,Aravinth,
nm4868414,Ofer Ruthenberg,
nm4868427,Oriana Castro,
nm4868486,Vojtech Machuta,1996
nm4868536,Mathieu Pontier,
nm4868791,Gaia Marianna Musacchio,
nm4868981,Manami Numakura,1988
nm4869216,Fabiano Krieger,
nm4869332,Cristiana Raggi,
nm4869487,Sonia Sánchez Carrasco,
nm4869686,Joshua Colet,
nm4869921,Masaki Naitô,1981
nm4869976,Julien Carpentier,
nm4869986,Mohan Kumar Valasala,
nm4870005,Erwan Le Duc,
nm4870038,Michel-Clement Franco,
nm4870075,Hisham Alghanim,
nm4870080,Richard L. Ramsey,
nm4870321,Eloína Marcos,
nm4870359,Sabina Rudolf,
nm4870360,Hans Peterson,
nm4870444,Steven Prescod,
nm4870521,Robert A. Haynes,
nm4870609,Claudiu Dumitru,
nm4870759,Sofia Nicolaescu,
nm4870907,Len Calvo,
nm4870925,Dani Marcus,
nm4871153,Oleh Malamuzh,
nm4871633,Sandeep Chatterjee,
nm4871742,Antoine Khorsand,
nm4871868,Cleona Ní Chrualaoí,
nm4872070,Sôta Ôya,
nm4872196,Danny Vermette,
nm4872666,Rakhi Mansha,
nm4872867,Ramnibas Bhattacharya,
nm4872912,Jayanta Laha,
nm4872998,Ella Bishop,
nm4873222,Mélanie Malhère,
nm4873304,Yoshi Aesaert,
nm4873344,Thomas Höppener,
nm4873410,Allie Thompson,
nm4873424,Carolina Steinbrecher,
nm4873483,José Acquelin,
nm4873935,Sadi Celil Cengiz,1983
nm4874380,Jamal Araissi,
nm4874483,Yekaterina Vasilyeva,1961
nm4874640,Joseph Restaino,
nm4874752,Nipu Mitra,
nm4874856,Sanja Bulat,
nm4874872,Léonor Serraille,1986
nm4874963,Akira Higashiyama,
nm4875226,Jeong Jin-woon,1991
nm4875240,Shoubhik Mitra,
nm4875310,Andrey Isaenko,1986
nm4875522,Makita Samba,1987
nm4875612,Aleksandar Jakonic,
nm4875752,George Soto-Enriquez,
nm4875991,Alexandra Roth,
nm4876031,Marta Castellote,
nm4876224,Jatin Sarna,1984
nm4876346,Martin Daquin,
nm4876349,Eddie Lam,
nm4876423,Balázs Benõ Fehér,1990
nm4876433,Dick Lau,
nm4876757,Fernando Villagrán,1949
nm4876855,Keryn Gibson Bell,
nm4877001,Ryô Yoshizawa,1994
nm4877009,Alex Ashman,
nm4877669,Anna Ferraioli Ravel,1988
nm4877674,Manoj Mishra,
nm4877868,Andrette Lo Conte,
nm4877913,Muhammad Farrag,
nm4877935,Caterina Mengs,
nm4877986,Glorimar Marrero Sánchez,
nm4878006,Shilpa Ranade,
nm4878254,Iva Banerjee,
nm4878301,Ramen Bhaduri,
nm4878976,Zach Avery,1986
nm4879042,Giedrius Savickas,1980
nm4879194,Ayan Utepbergen,
nm4879201,Ajay Devaloka,
nm4879443,Dylan Saunders,
nm4879631,Paul Bellantoni,
nm4879798,Grace Patterson,
nm4879876,Mikhail Kasyanov,1957
nm4880115,Shiladitya Bora,
nm4880172,Krishnagopal Banerjee,
nm4880301,Jessica Green,1993
nm4880315,Vic Waghorn,
nm4880442,Decho Taralezhkov,
nm4880627,Kasper Dissing,
nm4880684,Sarita Stefani,
nm4880781,Anthony Saleh,
nm4880943,Sergio Zanetti,
nm4881021,Federica Savio,
nm4881203,Jake Davies,1993
nm4881273,Lucia Centorame,
nm4881498,Josh Banday,1985
nm4881653,Maya Fukuzawa,
nm4881751,Katrine Greis-Rosenthal,1985
nm4881844,Finn-Henry Reyels,
nm4882090,Brian DeRozan,
nm4882282,Marco Giacinto D'Aquino,
nm4882752,Gabriele Bocchio,
nm4882772,Verena Schilling,
nm4882825,Siri Bøge Dynesen,
nm4882830,Thiago Cazado,
nm4883135,Jordan Lane Price,1988
nm4883151,Davide Leone,
nm4883219,Seun Kuti,1983
nm4883248,Dean Newcombe,1984
nm4883704,Scott Miller,
nm4883850,Sara Casey,
nm4883884,Raphaël Vandenbussche,
nm4883952,Flore Labrande,
nm4883975,Maigne Jaques,
nm4884049,Shin'ichi Suzuki,
nm4884117,Shintarô Saegusa,
nm4884129,Shobana,
nm4884138,Subela Sudhakar,
nm4884322,Andrea Bellucci,
nm4884423,Olivier Coursier,1974
nm4884585,Romil Modi,
nm4884621,Alfie Alfandi,
nm4884793,Ángela Fabián,2000
nm4884828,Monica Mariotti,
nm4885097,Jean-Luc Vincent,1973
nm4885422,Lasha Khalvashi,
nm4885675,Amit Khanna,
nm4885790,Chae-Yi Yoon,
nm4885985,Rémi Goulet,
nm4886061,Joyce Chan,
nm4886312,Marc Ferrer,
nm4886322,Naoto Takahashi,
nm4886661,Zaida Carmona,
nm4886745,Jay Cardell,
nm4886752,Ajay Ghosh,
nm4886790,Dewayne Book,
nm4886884,Joo-hee Jeong,
nm4887506,Chris Centeno,
nm4887693,Zeinat Olwi,1930
nm4887746,Vebjørn Enger,
nm4887840,Katalin Bársony,
nm4887843,Dayana Contreras,
nm4887875,Jarkko Olavi Virtanen,
nm4888030,Ninian Doff,
nm4888033,Eili Harboe,1994
nm4888209,Jez'Reel Venegas,
nm4888301,Juan Antonio Bernal,
nm4888368,Arjo Atayde,
nm4888387,Christopher Norman,
nm4888388,Imanuelle Grives,1985
nm4888717,Anamika Haksar,
nm4888759,Frederik Louis Hviid,
nm4888799,Abhishek Kumar Singh,
nm4889211,Kim Gyu-Sun,1988
nm4889497,Anne Paschetta,
nm4889787,Nima Jafari Jozani,
nm4890061,Fabian Driehorst,
nm4890170,Marco Lampis,
nm4890372,Jani Madrileño,
nm4890406,Norihiro Ôtani,
nm4890450,Jan Kalous,
nm4890473,Anders Hoft,1991
nm4890544,Niveda,
nm4890670,Mariama Gueye,
nm4890688,Dimitris Polyzos,
nm4890689,Mostafa Prokash,1988
nm4890808,Kamaleswar Mukherjee,
nm4890809,Asya Temnikova,
nm4890870,Amit Sengupta,
nm4891063,Emmanuel Jessua,
nm4891114,Emma Wu,1989
nm4891130,Minoru Sawada,
nm4891473,Aric Noboa,
nm4892232,Howard Burd,
nm4892251,Sean Courtney Lewis,
nm4892329,Sharon Alessandri,
nm4892402,Tamara Austin,
nm4892618,Mikael Sladden,
nm4892751,Vladimir Jelic,
nm4892752,Yuriko Kitada,
nm4892780,Valerie Daniella Hernandez Oloffson,
nm4892898,Jessica Lynn Parsons,
nm4893056,Minoru Hirota,
nm4893364,Susan Fordham,
nm4893402,Alicia Oberle Farmer,
nm4893562,K Krishna Kumar,1987
nm4893735,Yinuo Wang,
nm4893775,Layla Zhuqing Ji,
nm4894169,Ian Sbf,
nm4894515,Sasa Liu,
nm4894622,Jing Wang,
nm4894650,Murari Chakraborty,
nm4894666,Ippolita Baldini,
nm4894691,Biplab Chakraborty,
nm4894731,Shunji Takemura,
nm4894836,Keiichi Sotomura,
nm4894943,Luna Baptiste Schaller,
nm4895241,Taishi Murata,1982
nm4895843,Angelique Cavallari,
nm4896227,Blake Talley,
nm4896576,Josh Sinyard,
nm4896725,Kaisa-Leena Koskenkorva,
nm4896736,Marco Pellifroni,
nm4896906,Jake Hiorns,
nm4896923,Marja Pihlaja,
nm4896925,Tetsuya Katô,
nm4897036,Balaji Mohan,1987
nm4897204,Ciaron Craig,
nm4897450,Lauri-Matti Parppei,
nm4897505,Dana Marineci,1987
nm4897518,Duygu Basara,
nm4897704,Joana Gusmão,
nm4897717,Eric Woollard-White,
nm4897797,Gupi Banerjee,
nm4897895,Mukul Bhattacharya,
nm4898114,Samiha Tawfik,1928
nm4898158,Maximilien Van Aertryck,
nm4898659,Sergio Cardoso,
nm4898683,Enaam El-Greetly,1944
nm4898993,Omar Elhamy,
nm4899005,Ratan Lal,
nm4899370,Ayman El Amir,
nm4899531,Guy Whiteley,
nm4899560,Mary Jane Balagtas,
nm4899873,Talal Alasmani,
nm4899930,Durukan Çelikkaya,1999
nm4900022,Yat-Yuen Liu,
nm4900023,Aoura Lovenson Chandra,
nm4900454,Irem Sak,1986
nm4900525,Rino Sarjono,
nm4900639,Midu,1989
nm4900651,Jérémie Earp,
nm4900659,Buddhadeb Guha,1936
nm4900752,Viviana Gómez Echeverry,
nm4900867,Marichu Sanz,
nm4901333,Rahul Bhatt,
nm4901371,Emma J. Hawkins,
nm4901407,Beñat Beitia,
nm4901590,Anna O'Byrne,1987
nm4901594,Vadim Sveshnikov,
nm4901756,Sourath Behan,
nm4901786,Aleksandre Koberidze,1984
nm4901856,Jung Dong-geun,1992
nm4901994,Minoru Suzuki,
nm4902057,Evelyn Rasmussen Osazuwa,1986
nm4902157,Paul Tabone,
nm4902229,Simon Phillips,
nm4902286,Francesc Belda,
nm4902630,Jack Lyall,
nm4902771,Fabiola Bonofiglio,
nm4902982,Marian Arahuetes,
nm4902994,Shyamal Acharya,
nm4903083,Chia-Yi Chen,
nm4903303,Jonathan Davis Arakelian,
nm4903396,Jean-Charles Piedagnel,
nm4903774,Aldin Tucic,
nm4903930,Alejandro Martinez Sanchez,
nm4904166,Julien Leprisé,
nm4904410,Aivo Rannik,1984
nm4904455,Aleisha Rose,
nm4904690,Sheida Khaligh,1993
nm4904849,Rajashree Balaram,
nm4905531,Bikramjit Gupta,
nm4905580,Krishna Bairagi,
nm4905662,Yuina Kumakura,
nm4905724,Dani Tatay,
nm4905741,Usagi Ooyama,
nm4905797,Jon Conner,
nm4905822,Kaja Krawczyk-Wnuk,
nm4905988,Shane Warman,
nm4906085,Madelyn Russell,
nm4906166,Natsuki Minami,
nm4906246,Venkat Somasundaram,
nm4906318,Hadis Mir-Amini,1989
nm4906332,Z.F. Skurcz,
nm4906333,Yoshito Kobashigawa,
nm4906392,Tetsuyuki Wakabayashi,
nm4906426,Danijela Dimitrovska,1987
nm4906428,Aqualactica,
nm4906455,Rocco Rodriguez,
nm4906466,Paco Bezerra,
nm4906503,Amit Majumder,
nm4906570,Boogie Balagan,
nm4906625,Tomoka Asano,
nm4906646,Sabela Arán,1987
nm4906669,Masayoshi Tomura,
nm4906687,Tetsuyaa Masumitsu,
nm4906743,Grzegorz Paraska,
nm4906751,Mungo,
nm4906779,Sheilah Munger,
nm4906780,Tanja Georgieva,
nm4906839,Abhishek Gautam,
nm4906864,Shinta Souma,1999
nm4906893,Maboula Soumahoro,
nm4906943,Krzysztof Radzimski,
nm4906970,Gracie Russell,
nm4907206,Özlem Balci,1984
nm4907567,Djordje Miljenovic,
nm4907636,Bertrand Blessing,
nm4907652,Murat Danaci,1976
nm4907734,Lele Dai,1982
nm4907940,Jianing Xue,
nm4907981,Matin Heydarinia,
nm4908057,Amyt Dutta,
nm4908270,Namit Bajoria,
nm4908290,Milja Aho,
nm4908291,Albert Chiang-Liang Huang,
nm4908429,Christiane Gjellerup Koch,1966
nm4908483,Bruce Adolphe,
nm4908551,Ahn Chi-wook,1975
nm4908565,Arrow Tzuhsuan Peng,
nm4908636,Li Zhang,1985
nm4908854,Guillem Fernàndez-Valls,
nm4908893,Christine Seznec,
nm4909012,Shayan Chowdhury Arnob,
nm4909248,Silvia Panaková,1975
nm4909420,Attila Korosi,
nm4909521,Murat Kepez,
nm4909523,Misaki Kuno,1993
nm4909815,Meltem Bozoflu,1980
nm4909831,Esmaeel Monsef,
nm4909868,Arjunan,
nm4909931,Tereza Horváthová,
nm4910089,Alfonso Acosta,
nm4910093,Grégoire Lière,
nm4910117,Ben VanderMey,1989
nm4910634,Kaori Imaizumi,
nm4910748,Aki Etchu,
nm4910890,Magnus Engstedt,
nm4910915,Manon Beuchot,
nm4911045,Shekhar Reddy,
nm4911182,Jon Thomas,
nm4911256,Hana Nonaka,
nm4911300,Toshimasa Kuroyanagi,1980
nm4911380,Merritt Crocker,
nm4911468,Meru Gouda,
nm4911700,Takayuki Sugiki,
nm4911735,Carmen Jaquier,1985
nm4911736,Yasumi Yashima,
nm4911746,Mirejam Shala,
nm4911755,Haruna Maemura,
nm4911881,Berklee Symphony Orchestra,
